"COU","Country","IND","Indicator","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,310439.239,,
"DEU","Germany","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,117142.175,,
"DEU","Germany","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,127040.912,,
"DEU","Germany","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,113997.472,,
"DEU","Germany","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,115269.51,,
"DEU","Germany","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,116635.621,,
"DEU","Germany","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,107430.898,,
"DEU","Germany","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,120258.47,,
"DEU","Germany","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,121583.823,,
"DEU","Germany","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,99587.883,,
"DEU","Germany","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,97584.471,,
"DEU","Germany","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,99522.59,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,163020.672,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,175027.39,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,132788.688,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,125547.496,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,138738.229,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,195325.788,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,213359.289,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,216729.442,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,193380.748,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,196875.967,,
"DEU","Germany","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,210916.649,,
"GRC","Greece","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,7139.519,,
"GRC","Greece","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,7779.401,,
"GRC","Greece","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,7214.819,,
"GRC","Greece","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,6947.6,,
"GRC","Greece","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,6884.255,,
"GRC","Greece","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,5781.002,,
"GRC","Greece","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,5405.177,,
"GRC","Greece","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,5049.053,,
"GRC","Greece","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,3962.824,,
"GRC","Greece","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,3905.791,,
"GRC","Greece","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,4202.497,,
"GRC","Greece","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,3458.09,,
"GRC","Greece","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,3664.366,,
"GRC","Greece","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,3315.418,,
"GRC","Greece","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,3004.894,,
"GRC","Greece","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,3008.43,,
"GRC","Greece","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,2496.885,,
"GRC","Greece","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,2237.398,,
"GRC","Greece","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,2496.875,,
"GRC","Greece","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,1999.41,,
"GRC","Greece","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,1844.247,,
"GRC","Greece","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,2119.74,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,3681.429,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,4115.035,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,3899.782,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,3942.706,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,3875.826,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,3284.118,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,3167.779,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,2552.178,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,1963.414,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,2061.543,,
"GRC","Greece","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,2082.757,,
"HUN","Hungary","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,5068.753,,
"HUN","Hungary","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,5145.388,,
"HUN","Hungary","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,4081.183,,
"HUN","Hungary","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,4052.92,,
"HUN","Hungary","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,4053.808,,
"HUN","Hungary","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,3377.323,,
"HUN","Hungary","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,3581.708,,
"HUN","Hungary","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,3584.083,,
"HUN","Hungary","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,2990.803,,
"HUN","Hungary","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,3146.386,,
"HUN","Hungary","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,3483.562,,
"HUN","Hungary","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,2782.39,,
"HUN","Hungary","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,2700.256,,
"HUN","Hungary","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,2054.005,,
"HUN","Hungary","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,2155.351,,
"HUN","Hungary","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,2212.101,,
"HUN","Hungary","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,1790.037,,
"HUN","Hungary","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,1950.888,,
"HUN","Hungary","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,1964.831,,
"HUN","Hungary","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,1528.661,,
"HUN","Hungary","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,1558.535,,
"HUN","Hungary","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,1679.129,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,2286.363,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,2445.133,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,2027.178,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,1897.569,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,1841.707,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,1587.286,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,1630.819,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,1619.252,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,1462.142,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,1587.851,,
"HUN","Hungary","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,1804.433,,
"ISL","Iceland","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,584.412,,
"ISL","Iceland","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,474.386,,
"ISL","Iceland","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,277.367,,
"ISL","Iceland","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,381.506,,
"ISL","Iceland","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,414.97,,
"ISL","Iceland","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,403.65,,
"ISL","Iceland","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,418.579,,
"ISL","Iceland","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,444.034,,
"ISL","Iceland","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,419.549,,
"ISL","Iceland","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,486.517,,
"ISL","Iceland","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,610.956,,
"ISL","Iceland","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,46.768,,
"ISL","Iceland","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,34.705,,
"ISL","Iceland","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,26.469,,
"ISL","Iceland","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,28.713,,
"ISL","Iceland","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,30.197,,
"ISL","Iceland","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,29.423,,
"ISL","Iceland","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,33.238,,
"ISL","Iceland","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,36.316,,
"ISL","Iceland","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,35.295,,
"ISL","Iceland","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,42.722,,
"ISL","Iceland","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,54.483,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,537.644,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,439.681,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,250.897,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,352.793,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,384.773,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,374.227,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,385.34,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,407.719,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,384.254,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,443.796,,
"ISL","Iceland","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,556.474,,
"IRL","Ireland","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,63179.073,,
"IRL","Ireland","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,86975.538,,
"IRL","Ireland","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,46658.762,,
"IRL","Ireland","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,45268.828,,
"IRL","Ireland","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,44533.126,,
"IRL","Ireland","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,45588.798,,
"IRL","Ireland","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,45301.18,,
"IRL","Ireland","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,52486.914,,
"IRL","Ireland","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,48782.302,,
"IRL","Ireland","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,54145.02,,
"IRL","Ireland","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,45392.289,,
"IRL","Ireland","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,52814.152,,
"IRL","Ireland","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,69239.418,,
"IRL","Ireland","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,37756.825,,
"IRL","Ireland","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,36342.207,,
"IRL","Ireland","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,35275.088,,
"IRL","Ireland","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,36585.885,,
"IRL","Ireland","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,36514.193,,
"IRL","Ireland","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,43163.956,,
"IRL","Ireland","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,38837.3,,
"IRL","Ireland","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,37101.434,,
"IRL","Ireland","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,37437.567,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,10364.921,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,17736.119,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,8901.937,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,8926.621,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,9258.038,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,9002.914,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,8786.987,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,9322.958,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,9945.002,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,17043.586,,
"IRL","Ireland","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,7954.722,,
"ITA","Italy","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,147112.939,,
"ITA","Italy","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,143588.078,,
"ITA","Italy","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,166837.102,,
"ITA","Italy","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,169744.834,,
"ITA","Italy","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,156776.168,,
"ITA","Italy","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,138240.055,,
"ITA","Italy","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,161114.799,,
"ITA","Italy","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,193198.118,,
"ITA","Italy","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,165787.328,,
"ITA","Italy","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,151320.613,,
"ITA","Italy","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,150359.43,,
"ITA","Italy","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,91029.628,,
"ITA","Italy","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,84932.676,,
"ITA","Italy","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,115091.067,,
"ITA","Italy","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,121811.251,,
"ITA","Italy","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,105178.616,,
"ITA","Italy","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,91863.071,,
"ITA","Italy","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,115114.563,,
"ITA","Italy","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,148446.805,,
"ITA","Italy","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,129025.103,,
"ITA","Italy","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,114700.731,,
"ITA","Italy","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,112705.139,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,56083.311,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,58655.403,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,51746.022,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,47933.583,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,51597.552,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,46376.984,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,46000.249,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,44751.313,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,36762.225,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,36619.893,,
"ITA","Italy","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,37654.29,,
"JPN","Japan","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,359790.297,,
"JPN","Japan","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,414576.657,,
"JPN","Japan","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,482073.589,,
"JPN","Japan","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,518774.787,,
"JPN","Japan","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,590342.125,,
"JPN","Japan","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,475139.041,,
"JPN","Japan","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,349904.702,,
"JPN","Japan","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,347080.293,,
"JPN","Japan","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,313822.255,,
"JPN","Japan","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,434737.115,,
"JPN","Japan","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,390095.639,,
"JPN","Japan","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,276805.069,,
"JPN","Japan","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,329812.306,,
"JPN","Japan","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,385443.893,,
"JPN","Japan","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,415985.189,,
"JPN","Japan","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,476138.357,,
"JPN","Japan","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,475139.041,,
"JPN","Japan","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,349904.702,,
"JPN","Japan","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,347080.293,,
"JPN","Japan","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,313822.255,,
"JPN","Japan","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,328210.232,,
"JPN","Japan","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,293005.498,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,82985.228,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,84764.352,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,96629.696,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,102789.597,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,114203.768,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,106526.883,,
"JPN","Japan","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,97090.141,,
"KOR","Korea","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,119795.714,,
"KOR","Korea","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,105783.165,,
"KOR","Korea","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,98989.428,,
"KOR","Korea","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,120803.423,,
"KOR","Korea","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,137828.384,,
"KOR","Korea","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,163064.652,,
"KOR","Korea","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,169186.259,,
"KOR","Korea","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,187068.075,,
"KOR","Korea","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,183641.956,,
"KOR","Korea","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,185646.256,,
"KOR","Korea","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,79399.428,,
"KOR","Korea","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,67508.446,,
"KOR","Korea","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,61418.912,,
"KOR","Korea","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,71963.98,,
"KOR","Korea","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,79313.528,,
"KOR","Korea","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,96194.964,,
"KOR","Korea","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,100261.221,,
"KOR","Korea","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,106187.817,,
"KOR","Korea","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,104801.372,,
"KOR","Korea","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,104560.206,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,40396.286,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,38274.719,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,37570.516,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,48839.442,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,58514.857,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,66869.687,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,68925.038,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,80880.258,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,78840.584,,
"KOR","Korea","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,81086.05,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,15319.32,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,15887.471,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,23063.371,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,27437.7,,
